,id,parentId,name,displayName,country,countrySubDivisionCode,phone,website,street,city,postalCode,email,logoPath,logoUrl,coordinates
758,27190,,Pier 33,Pier 33,US,MI,(269) 983-3333,http://www.pier33.com/,250 Anchors Way,St. Joseph,49085,tc@pier33.com,,https://images.boatsgroup.com/images/1/upload/L9424.jpg,"[-86.479954, 42.109581]"
759,63063,,Anchor's Way Marina,Anchor's Way Marina,US,MI,847-624-4730,https://www.anchorsway.com/,143 Anchors Way,Saint Joseph,49085,sales@anchorsway.com,,https://images.boatsgroup.com/images/1/upload/anchorsway.png,"[-86.479954, 42.109581]"
760,200339,198264,"Premier Boating Centers - Corpus Christi, TX","Premier Boating Centers - Corpus Christi, TX",US,TX,361-994-0317,,7601 South Padre Island Dr.,Corpus Christi,78412,bdcmanager@premier-yamaha.com,,http://images.traderonline.com/img/6/dealer/751584/858090_logo.jpg,"[-97.35364, 27.701789]"
761,5121,,Wolf's Marine,Wolf's Marine,US,MI,269-926-1068,www.yachtworld.com/wolfsmarine,250 W. Main St.,Benton Harbor,49022,warren@wolfsmarine.com,,https://images.boatsgroup.com/images/1/upload/L59170.jpg,"[-86.454189, 42.116707]"
762,5180,,Reed Yacht Sales - Grand Haven Office,Reed Yacht Sales - Grand Haven Office,US,MI,616-402-0180,https://reedyachtsales.com/,Showings by Appointment - Please call or email,Grand Haven,49417,brentreed@reedyachtsales.com,,https://images.boatsgroup.com/images/1/upload/L16664.jpg,"[-86.228386, 43.063073]"
763,6159,5211,SkipperBud's - Grand Haven,SkipperBud's - Grand Haven,US,MI,888-757-9241,www.skipperbuds.com,11 Harbor Island Drive,Grand Haven,49417,smc@skipperbuds.com,,http://www.yachtworld.com/skipperbuds/images/L1868.jpg,"[-86.228386, 43.063073]"
764,504653,,Víz Marine Group,Víz Marine Group,US,MI,(305) 842-0934,https://www.Vizmarine.com,15705 Comstock St,Grand Haven,49417,derek@vizmarine.com,,https://images.boatsgroup.com/images/1/upload/IMG_20220901_082636_01.jpg,"[-86.228386, 43.063073]"
765,53033,,Pete Jorgensen,Pete Jorgensen Marine,US,TX,409-212-1005,www.jorgensenmarine.com,7660 College ST,Beaumont,77707,76223710@v-sept.net,,www.jorgensenmarine.com,"[-94.178596, 30.052991]"
766,198264,,"Premier Boating Centers - Beaumont, TX","Premier Boating Centers - Beaumont, TX",US,TX,409-840-4111,,4230 College Street,Beaumont,77707,bdcmanager@premier-yamaha.com,,http://images.traderonline.com/img/6/dealer/751584/858090_logo.jpg,"[-94.178596, 30.052991]"
767,20676,,Glen Craft Marina and Resort Inc,Glen Craft Marina and Resort Inc,US,MI,231-334-4556,www.glencraftmarina.com,6391 S. Lake Resort Street,Glen Arbor,49636,glencraft@centurytel.net,,https://images.boatsgroup.com/images/1/upload/Screenshot+2022-10-20+221117.jpg,"[-85.98537, 44.897496]"
768,14219,,North Shore Sales,North Shore Sales,US,MI,(616) 604-0234,https://www.northshoremarina.com/,819 W. Savidge Street,Spring Lake,49456,sales@northshoremarina.com,,https://images.boatsgroup.com/images/1/upload/northshoremarina.png,"[-86.196997, 43.076963]"
769,21305,,Keenan Marina,Keenan Marina,US,MI,(616) 846-3830,https://www.keenanmarina.com/,526 Pine Street,Spring Lake,49456,rob.lott@keenanmarina.com,,https://images.boatsgroup.com/images/1/upload/keenanmarina.jpg,"[-86.196997, 43.076963]"
770,510504,,Laser Marine,Laser Marine,US,TX,936-436-2101,https://lasermarine.com,1727 Gulf Freeway,La Marque,77568,jeffivie@hotmail.com,,,"[-94.971313, 29.368567]"
771,10106,,Texas Marine of Beaumont,Texas Marine of Beaumont,US,TX,409-213-4119,www.texasmarine.com,6826 Industrial Rd,Beaumont,77705,tmbleads@onewatermarine.com,,,"[-94.101846, 30.086046]"
772,6170,,Gulf Coast Marine,Gulf Coast Marine,US,TX,361-937-7800,https://www.gcmboats.com/,10121 South Padre Island Drive,Corpus Christi,78418,v2_leads_pool1_c_1521@dp360crm.com,,,"[-97.298196, 27.65765]"
773,515300,,D & J Marine,D & J Marine,US,TX,361-336-0065,https://djmarinetx.com/,1009 Flour Bluff Dr.,Corpus Christi,78418,sales@djmarinetx.com,,,"[-97.298196, 27.65765]"
774,59747,,Global Marine Group,Global Marine Group,US,TX,361-937-3456,https://www.sailfishboats.com/dealers/global-marine-group/,1122 Laguna Shores,Corpus Christi,78418,mc4boats@gmail.com,,,"[-97.298196, 27.65765]"
775,47427,29999,Denison Yachting - Michigan,Denison Yachting - Michigan,US,MI,616-723-8015,https://www.denisonyachtsales.com/,Eldeans Shipyard - 2150 South Shore Drive,Holland,49434,inquiries@denisonyachting.com,,http://images.boatsgroup.com/images/1/upload/denison_yachting_navyblue-08.png,"[-86.206154, 42.769744]"
776,444278,34839,Gull Lake Marine - South Haven,Gull Lake Marine - South Haven,US,MI,269-637-3655,http://www.gulllakemarine.com,234 Black River St,South Haven,49090,leads@gulllakemarine.com,,https://images.boatsgroup.com/images/1/upload/Gull.PNG,"[-86.273641, 42.403087]"
777,51135,,Coloma Motorsports & Marine,Coloma Motorsports & Marine,US,MI,269-468-8600,https://colomamotorsports.com/,5270 Paw Paw Lake Rd,Coloma,49038,info@colomamotorsports.com,,https://images.boatsgroup.com/images/1/upload/Coloma+Motor+Sports+2.jpg,"[-86.308356, 42.186149]"
778,490195,,Platinum Powersports & Marine,Platinum Powersports & Marine,US,MI,269-468-8600,https://www.platinumpowersports.com/,5270 Paw Paw Lake Rd,Coloma,49038,eleads-platinum-coloma-97188@app.autoraptor.com,,,"[-86.308356, 42.186149]"
779,514645,,Mid-South Marine,Mid-South Marine,US,MS,(662) 913-7575,https://www.midsouthmarine.com/,133 Twin Hills Dr.,Byhalia,38611,jon@midsouthmarine.com,,https://images.boatsgroup.com/images/1/upload/Screenshot+2022-11-04+141823.jpg,"[-89.69064, 34.872318]"
780,213518,38683,VIP Boats and Yachts - Freeport,VIP Boats and Yachts - Freeport,US,TX,979-492-5375,surfside/marina.com,827 Gulf Road,Freeport,77541,daron.wood@gmail.com,,https://images.boatsgroup.com/images/1/upload/Bluff+Creek+Marina.png,"[-95.359662, 28.954137]"
781,14260,,Anchorage Yacht Sales,Anchorage Yacht Sales,US,MI,616-399-6304,anchorageyachtsales.com,1815 Ottawa Beach Road,Holland,49424,aysboats88@gmail.com,,https://images.boatsgroup.com/images/1/upload/anchorage-logo2.png,"[-86.125142, 42.847045]"
782,11669,,WLM Yacht Sales,WLM Yacht Sales,US,MI,231-894-0203,wlmyachtsales.com,1866 Ottawa Beach Rd.,Holland,49424,mike@wlmyachtsales.com,,https://images.boatsgroup.com/images/1/upload/WLM-logo.png,"[-86.125142, 42.847045]"
783,426675,20645,Marine Sales Kentuckiana,Marine Sales Kentuckiana,US,KY,270.362.8343,,5888 Hwy 641 North,Gilbertsville,42044,76207479@v-sept.net,,,"[-88.299756, 37.0245]"
784,47757,,Lake Escape Yacht Sales,Lake Escape Yacht Sales,US,KY,270-210-7895,Lakeescapeyachtsales.com,,Benton,42025,michaelgrissom@bellsouth.net,,https://images.boatsgroup.com/images/1/upload/LakeEscapeLogo4.png,"[-88.350315, 36.857278]"
785,289304,,Lake Life Powersports and Marine,Lake Life Powersports and Marine,US,KY,270-527-0895,https://www.lakelifeky.com/,46 Main St,Benton,42025,nweber@lakelifeky.com,,https://images.boatsgroup.com/images/1/upload/lakelifepowersportsandmarine-logo-new.png,"[-88.350315, 36.857278]"
786,317794,,West Michigan Yacht Sales,West Michigan Yacht Sales,US,,616-990-7221,https://www.wmyachtsales.com/,139 South River Avenue,Holland,49423,rob@wmyachtsales.com,,https://images.boatsgroup.com/images/1/upload/WMYSLogoSimple.png,"[-86.06839, 42.74082]"
787,14357,,"Coral Gables Yachts, LLC","Coral Gables Yachts, LLC",US,MI,616-622-4886,coralgablesyachts.com,430 W 23rd Street,Holland,49423,brokers@cgyacht.com,,https://images.boatsgroup.com/images/1/upload/coralgablesyachts.jpg,"[-86.06839, 42.74082]"
788,31335,21042,Galati Yacht Sales Texas,Galati Yacht Sales Texas,US,TX,(409) 407-5470,https://www.galatiyachts.com/yacht-brokerage-houston/,7819 Broadway,Galveston,77554,dmmleads@galatiyachts.com,,http://www.yachtworld.com/galatiyachts/images/L8384.jpg,"[-94.794588, 29.299328]"
789,397803,,Ron Hoover RV & Marine Center - Galveston,Ron Hoover RV & Marine Center - Galveston,US,TX,409.935.7101,https://www.ronhoovergalveston.com/,8126 Broadway,Galveston,77554,v2_leads_pool8a_2407@dp360crm.com,,,"[-94.794588, 29.299328]"
790,269335,269324,Big D Marine - Galveston,Big D Marine - Galveston,US,TX,4093593375,https://www.bigdmarineandpowersports.com/,715 N Holiday,Galveston,77550,lparks@bigdmarine.com,,https://images.boatsgroup.com/images/1/upload/Big+D+Marine.png,"[-94.794588, 29.299328]"
791,234010,34839,Gull Lake Marine - Grand Rapids,Gull Lake Marine - Grand Rapids,US,MI,616.303.0402,http://www.gulllakemarine.com,15704 48th Avenue,Coopersville,49404,leads@gulllakemarine.com,,https://images.boatsgroup.com/images/1/upload/Gull.PNG,"[-85.934767, 43.063911]"
792,14304,,"HarborView Yacht Sales, LLC","HarborView Yacht Sales, LLC",US,MI,231-933-5414,www.yachtworld.com/harborviewyacht,12935 West Bayshore Drive,Traverse City,49684,info@harborviewyachtsales.com,,https://images.boatsgroup.com/images/1/upload/L76152.jpg,"[-85.700266, 44.834365]"
793,507174,20680,Action Water Sports -- Traverse City,Action Water Sports -- Traverse City,US,MI,866-533-8977,,611 Olesons Commerce Dr,Traverse City,49685,leads2019@actionwater.com,,https://images.boatsgroup.com/images/1/upload/AWSLogo+BlueLetteringRGB.png,"[-85.70378, 44.687569]"
794,406905,,BoatCraft Sales,BoatCraft Sales,US,MI,231-360-8809,https://boatcraftsales.com/,2818 S M-37,Traverse City,49685,boatcraftsales@gmail.com,,https://images.boatsgroup.com/images/1/upload/BoatCraft+Logo.jpg,"[-85.70378, 44.687569]"
795,34472,,Grand Bay Marine,Grand Bay Marine,US,MI,877-351-7001,http://www.grandbaymarine.com,291 N US 31 South,Traverse City,49685,info@grandbaymarine.com,,https://images.boatsgroup.com/images/1/upload/gbm-logo-new.png,"[-85.70378, 44.687569]"
796,1085,,Pineville Marine,Pineville Marine,US,LA,318-442-8961,http://pinevillemarine.24hourshowroom.com/,1330 MILITARY HIGHWAY,Pineville,71360,kathy-pvm@suddenlinkmail.com,,,"[-92.434304, 31.322404]"
797,515245,,Red River Marine of Cenla,Red River Marine of Cenla,US,LA,318-487-1274,https://redrivermarineofcenla.com,621 N 3rd St,Alexandria,71301,redrivermoc@gmail.com,,https://images.boatsgroup.com/images/1/upload/logo.png,"[-92.444909, 31.311248]"
798,54304,,Newaygo Marine,Newaygo Marine,US,MI,616-308-6740,http://newaygomarine.com/,8336 Mason Dr,Newaygo,49337,brian@docksbydean.com,,https://images.boatsgroup.com/images/1/upload/NewWayGo+marine.jpg,"[-85.800051, 43.419743]"
799,20680,,Action Water Sports,Action Water Sports,US,MI,616-896-3100,actionwater.com,4155 32nd Ave,Hudsonville,49426,leads2017@actionwater.com,,https://images.boatsgroup.com/images/1/upload/AWSLogo+BlueLetteringRGB.png,"[-85.865036, 42.870859]"
800,5006,,"East Side Marine, Inc","East Side Marine, Inc",US,IN,(812) 477-6177,www.esmarine.com,2305 S. Weinbach Ave,Evansville,47714,ron@esmarine.com,,https://images.boatsgroup.com/images/1/upload/eastsidemarine.jpg,"[-87.520627, 37.942259]"
801,430177,,Outdoor World Fishing,Outdoor World Fishing,US,IN,812-254-9320,http://www.outdoorworldfishing.com,1424 Hwy 57 S,Washington,47501,qualitybait@hotmail.com,,,"[-87.172789, 38.659215]"
802,41318,,Jerry's Marine. Ltd.,Jerry's Marine. Ltd.,US,LA,337-583-4088,www.jerrys-marine.com,3905 Highway 27 S,Sulphur,70665,sales@jerrys-marine.com,,https://images.boatsgroup.com/images/1/upload/Screenshot+2022-10-10+182119.jpg,"[-93.449351, 30.13339]"
803,430165,,Elk Rapids Marina,Elk Rapids Marina,US,MI,231-264-9500,https://elkrapidsmarina.com/,PO Box 235,Elk Rapids,49629,john@elkrapidsmarina.com,,https://images.boatsgroup.com/images/1/upload/elk+rapids+marina.JPG,"[-85.416461, 44.895558]"
804,204096,,Luhrs Landing Marina,Luhrs Landing Marina,US,MI,(231) 322-2868,https://luhrslanding.com/index.php/current-inventory/,13707 Torch River Road,Rapid City,49676,bcasey@petsinc.net,,https://images.boatsgroup.com/images/1/upload/Luhrs+Landing.jpg,"[-85.338071, 44.867144]"
805,1472,1509,"Henderson- Lake Charles, LA","Henderson- Lake Charles, LA",US,LA,(337) 734-2166,https://www.hendersonimplement.com/,2351 E. McNeese Street,Lake Charles,70607,v2_leads_pool9_2317@dp360crm.com,,,"[-93.217376, 30.226595]"
806,307537,57268,Factory Direct Marine & RV of Indiana,Factory Direct Marine & RV of Indiana,US,IN,765-753-3063,www.factorydirectmarine.com/,250 Southwest St,Russiaville,46979,leads@boatnrv.com,,http://images.boatsgroup.com/images/1/upload/rsz_1rsz_factory_marine.jpg,"[-86.271385, 40.417537]"
807,1047,,D&R Sports Center,D&R Sports Center,US,MI,(269) 372-2277,http://www.dandrboats.com/,8178 West Main St.,Kalamazoo,49009,76018047@v-sept.net,,https://images.boatsgroup.com/images/1/upload/dandrboats-logo.png,"[-85.712909, 42.300851]"
808,5046,,Leaders RPM,Leaders RPM,US,MI,(269) 372-1072,www.leadersrpm.com,8500 West Main Street,Kalamazoo,49009,v2_leads_pool7a_2525@dp360crm.com,,https://images.boatsgroup.com/images/1/upload/leadersrpm-logo.png,"[-85.712909, 42.300851]"
809,18229,,Dry Harbour Marine,Dry Harbour Marine,US,MI,(231) 547-0040,www.DryHarbourMarine.com,6357 US 31 South,Charlevoix,49720,sales@dryharbourmarine.com,,https://images.boatsgroup.com/images/1/upload/dryharbourmarine.jpg,"[-85.258374, 45.317856]"
810,21297,,Irish Boat Shop,Irish Boat Shop,US,MI,(231) 547-9967,www.yachtworld.com/irishboatshop,13000 Stover Road,Charlevoix,49720,leads@irishboatshop.com,,http://www.yachtworld.com/irishboatshop/images/L21944.gif,"[-85.258374, 45.317856]"
811,169460,169454,Dry Harbour Marine,Dry Harbour Marine,US,MI,231-675-0302,http://dryharbourmarine.com/,6357 US Hwy. 31 South,Charlevoix,49720,marketing@tige.com,,,"[-85.258374, 45.317856]"
812,267038,267011,Dry Harbour Marine,Dry Harbour Marine,US,MI,231-547-0040,http://dryharbourmarine.com/,6357 US Hwy. 31 South,Charlevoix,49720,marketing@tige.com,,,"[-85.258374, 45.317856]"
813,17941,,Bergmann Marine,Bergmann Marine,US,MI,231-547-3957,www.yachtworld.com/bergmannmarine,05953 Loeb Road,Charlevoix,49720,bergmannmarine@aol.com,,https://images.boatsgroup.com/images/1/upload/L36584.jpg,"[-85.258374, 45.317856]"
814,6088,,DeWitt Marine,DeWitt Marine,US,MI,231-377-6611,dewittmarine.com,6509 Crystal Springs Road,Bellaire,49615,v2_leads_pool2_a_1799@dp360crm.com,,https://images.boatsgroup.com/images/1/upload/dewittmarine-logo.png,"[-85.211173, 44.980282]"
815,34848,,Premier Boating,Premier Boating,US,MI,269-792-8080,http://www.premierboating.com,2602 South Patterson,Wayland,49348,leads2@premierboating.com,,https://images.boatsgroup.com/images/1/upload/PB.PNG,"[-85.537487, 42.627907]"
816,1232,,Port of Jasper,Port of Jasper,US,IN,812-482-9191,https://www.portofjasper.com/,1360 Crossroads Ave,Jasper,47546,JONRUHE@YAHOO.COM,,https://images.boatsgroup.com/images/1/upload/logo_jasper.png,"[-86.930992, 38.391445]"
817,52880,34482,Nelsons Speed Shop,Lakeside Motor Sports - Nelsons Speed Shop,US,MI,616-754-9185,http://nelsonsspeedshop.com,4566 N Greenville Road,Greenville,48838,neil@lakesidemotorsports.net,,https://images.boatsgroup.com/images/1/upload/dealer-logo-n.png,"[-85.352364, 43.153521]"
818,5413,,Main Channel Marina,Main Channel Marina,US,IN,(866) 856-2628,https://www.mainchannel.com/,720 South Lakeside Drive,Syracuse,46567,v2_leads_pool3_a_1805@dp360crm.com,,https://images.boatsgroup.com/images/1/upload/mainchannel-footer-logo.png,"[-85.75249, 41.427826]"
819,264739,,Protech Marine,Protech Marine,US,IN,(574) 457-2908,www.protechmarine.net,12734 N Bishop Road,Syracuse,46567,sales@protechmarine.net,,https://images.boatsgroup.com/images/1/upload/protechlogo.png,"[-85.75249, 41.427826]"
820,12391,,Beech Lake Marine Inc,Beech Lake Marine Inc.,US,TN,731-968-8492,www.beechlakemarine.com,105 Seahorse Drive,Lexington,38351,blm105@charter.net,,https://published-assets.ari-build.com/Content/Published/Site/24753/images/logo.png,"[-88.39338, 35.650903]"
821,349388,267011,Lakeside Motorsports,Lakeside Motorsports,US,MI,231-972-8880,https://www.atxboats.com/,10964 90th Avenue,Mecosta,49332,marketing@tige.com,,,"[-85.226423, 43.620305]"
822,34482,,Lakeside Motor Sports,Lakeside Motor Sports,US,MI,231-972-4146,http://www.lakesidemotorsports.net,10964 90Th Ave,Mecosta,49332,neil@lakesidemotorsports.net,,https://images.boatsgroup.com/images/1/upload/dealer-logo-n.png,"[-85.226423, 43.620305]"
823,349386,169454,Lakeside Motorsports,Lakeside Motorsports,US,MI,231-972-8880,www.tige.com,10964 90th Avenue,Mecosta,49332,marketing@tige.com,,,"[-85.226423, 43.620305]"
824,34839,,Gull Lake Marine - Richland,Gull Lake Marine - Richland,US,MI,269.629.4507,http://www.gulllakemarine.com,10261 M89 Highway,Richland,49083,leads@gulllakemarine.com,,https://images.boatsgroup.com/images/1/upload/Gull.PNG,"[-85.455005, 42.37615]"
825,14358,,Dilworth Yacht Brokers,Dilworth Yacht Brokers,US,MI,(231) 582-6886,www.yachtworld.com/dilworthlally,501 South Lake Street,Boyne City,49712,boats@dilworthyachts.com,,https://images.boatsgroup.com/images/1/upload/L1771.gif,"[-85.013942, 45.216675]"
826,21317,21297,Irish Boat Shop - Harbor Springs,Irish Boat Shop - Harbor Springs,US,MI,231-526-6225,,400 East Bay Street,Harbor Springs,49740,leads@irishboatshop.com,,http://www.yachtworld.com/irishboatshop/images/L21944.gif,"[-84.991999, 45.431676]"
827,28759,,Walstrom Marine Harbor Springs,Walstrom Marine Harbor Springs,US,MI,231 526 2141,www.yachtworld.com/walstrommarine,501 Bay St.,Harbor Springs,49740,boats@walstrom.com,,http://www.yachtworld.com/walstrommarine/images/L12504.jpg,"[-84.991999, 45.431676]"
828,34781,,Mid Indiana Marine,Mid Indiana Marine,US,IN,8666187106,https://www.midindianamarine.com/,28800 N SR-19,Atlanta,46031,76208645@v-sept.net,,https://images.boatsgroup.com/images/1/upload/Mid.PNG,"[-86.026375, 40.215315]"
829,460288,,Flat Out Motorsports,Flat Out Motorsports,US,IN,317-890-9110,https://www.flatoutmotorcycles.com,7525 East 88th Place,Indianapolis,46256,william.starkey@flatoutmotorcycles.com,,https://images.boatsgroup.com/images/1/upload/Screenshot+2022-09-19+135647.jpg,"[-86.15835, 39.768333]"
830,3499,,"Just Add Water Boats, LLC","Just Add Water Boats, LLC",US,IN,317-352-1656,justaddwaterboats.com,234 S Franklin Rd,Indianapolis,46219,jhockett@justaddwaterboats.com,,https://images.boatsgroup.com/images/1/upload/justaddwaterboats.png,"[-86.15835, 39.768333]"
831,34603,,Portside Marine Sales and Service,Portside Marine Sales and Service,US,IN,877-393-4769,http://www.portsidemarinesales.com/,1637 East 226th Street,Cicero,46034,brooks@portsidemarinesales.com,,https://images.boatsgroup.com/images/1/upload/Portside%20Marine%20Sales.png,"[-86.013318, 40.123926]"
832,12434,,Bryan's Marine Inc.,Bryan's Marine Inc.,US,LA,318-336-9009,www.bryansmarine.com,4899 Highway 84 West,Vidalia,71373,sales@bryansmarine.com,,https://images.boatsgroup.com/images/1/upload/bryansmarine-logo.png,"[-91.42595, 31.565444]"
833,372298,,Indy Boat Co.,Indy Boat Co.,US,IN,317-318-4663,indyboatco.com,9175 East 146th St.,Noblesville,46060,mike@lioventures.com,,https://images.boatsgroup.com/images/1/upload/image001.jpg,"[-86.008596, 40.045592]"
834,267845,267011,Pine Crest Marine - Fishers MAIN,Pine Crest Marine - Fishers MAIN,US,IN,317-57-92628,https://www.pcmarine.com/,13333 Britton Park Road,Fishers,46038,marketing@tige.com,,,"[-86.02698, 39.96402]"
835,215143,169454,Pine Crest,Pine Crest,US,IN,317-579-2628,,13333 Britton Park Rd,Fishers,46038,marketing@tige.com,,,"[-86.02698, 39.96402]"
836,420663,,Marine Center of Indiana,Marine Center of Indiana,US,IN,317-781-5535,https://www.marinecenterusa.com/,5701 Elmwood Ave,Indianapolis,46203,grantr@marinecenterusa.com,,,"[-86.069552, 39.728533]"
837,12942,,Spicer's Boat City,Spicer's Boat City,US,MI,(989) 366-8400,https://www.spicersboatcity.com/,4165 W Houghton Lake Dr,Houghton Lake,48629,MTrent@spicersboatcity.com,,https://images.boatsgroup.com/images/1/upload/spicersboatcity.png,"[-84.76475, 44.314739]"
838,62469,,MEGA POWER SPORTS,MEGA POWER SPORTS,US,MI,989-732-2500,,2464 S Otsego Ave,Gaylord,49735,jason@megapowersports.com,,,"[-84.674752, 45.027513]"
839,1016,,Brownies Marine,Brownies Marine,US,IN,(317) 835-2291,http://www.browniesmarine.net/,P.O. Box 215,Fairland,46126,michael@browniesmarine.net,,https://images.boatsgroup.com/images/1/upload/Brownies-logo-white-bg.png,"[-85.863592, 39.585881]"
840,6512,,Paul Seaton Sales & Service,Paul Seaton Sales & Service,US,TN,731-689-4050,www.paulseatonsales.com,10340 Hwy 57,Counce,38326,peggy@paulseatonsales.com,,https://imt.boatwizard.com/images/1/upload/paulseatonsales-logo.png,"[-88.273333, 35.042222]"
841,267019,267011,Barnes Marine,Barnes Marine,US,TN,(731) 689-1995,https://www.barnes-marine.com/,10080 Hwy 57,Counce,38326,marketing@tige.com,,,"[-88.273333, 35.042222]"
842,27207,,"Pickwick Yacht Brokers, LLC","Pickwick Yacht Brokers LLC - Pickwick Yacht Brokers, LLC",US,TN,1-800-509-6073,http://www.pickwickyachtbrokers.com/,11310 Hwy 57 S,Counce,38326,sales@pickwickyacht.com,,http://images.boatsgroup.com/images/1/upload/NEW%20800%20number%20bright%201.jpg,"[-88.273333, 35.042222]"
843,32315,,Barnes Marine,Barnes Marine,US,TN,731-689-1995,www.barnes-marine.com,10080  Highway 57,Counce,38326,jollyman55@yahoo.com,,https://www.barnes-marine.com/images/barnes-marine-logo.png,"[-88.273333, 35.042222]"
844,169456,169454,Barnes Marine,Barnes Marine,US,TN,731-689-1995,http://www.barnes-marine.com/,10080 Hwy 57,Counce,38326,marketing@tige.com,,,"[-88.273333, 35.042222]"
845,426677,20645,Marine Sales Pickwick,Marine Sales Pickwick,US,TN,731.689.3700,,9470 TN-57,Counce,38326,76207444@v-sept.net,,,"[-88.273333, 35.042222]"
846,12500,,Coldwater Lake Marina,Coldwater Lake Marina,US,MI,(517) 238-2777,www.coldwaterlakemarina.com,626 Lake Dr.,Coldwater,49036,info@coldwaterlakemarina.com,,https://images.boatsgroup.com/images/1/upload/coldwaterlakemarina-logo.jpg,"[-85.000522, 41.940326]"
847,495254,,Gander RV of Coldwater,Gander RV of Coldwater,US,MI,844-517-0947,,373 N Willowbrook Rd,Coldwater,49036,jane.schlegel@campingworld.com,,,"[-85.000522, 41.940326]"
848,34904,,Leader Marine,Leader Marine,US,TN,615-446-3422,www.leadermarinesales.com,722 E College St,Dickson,37055,leadrmar@bellsouth.net,,http://www.leadermarinesales.com/wp/wp-content/uploads/leadermarinesales.com/2017/01/Leader-Marine-logo12-1.png,"[-87.38779, 36.077005]"
849,15480,,Captain's Choice of Pickwick,Captain's Choice of Pickwick,US,MS,662.423.5080,captainschoicepickwick.com,3834 Highway 25,Iuka,38852,sales@captainschoiceusa.com,,https://images.boatsgroup.com/images/1/upload/captains%20choice%20logo.jpg,"[-88.190042, 34.811757]"
850,5223,,Grand Pointe Marina,Grand Pointe Marina,US,MI,877-330-0550,www.grandpointemarina.com,7086 Creyts Road,Lansing,48821,chris@grandpointemarina.com,,https://images.boatsgroup.com/images/1/upload/GPM-logo_2018_50Years_eba.png,"[-84.648871, 42.645592]"
851,34767,,Hamilton Lake Marine Inc,Hamilton Lake Marine Inc,US,IN,260-488-2369,https://www.hamiltonlakemarine.com/,P O Box 159,Hamilton,46742,sales@hamiltonlakemarine.com,,https://images.boatsgroup.com/images/1/upload/Hamiliton Lake Marine.PNG,"[-84.91274, 41.533662]"
852,102570,,Duncan Marine,Duncan Marine,US,MS,601-992-1979,,6694 HWY 25,Brandon,39047,wlong@duncanmarinems.com,,https://images.boatsgroup.com/images/1/upload/duncanmarinems-logo.png,"[-89.931739, 32.451549]"
853,52590,,Schnelker Marine & Powersports,Schnelker Marine & Powersports,US,IN,260-749-8909,https://www.schnelkermarine.com/,640 Lincoln Hwy. W,New Haven,46774,sales@schnelkermarine.com,,https://images.boatsgroup.com/images/1/upload/schnelkermarine-logo.png,"[-85.017313, 41.073306]"
854,39440,,Lafayette Power Sports,Lafayette Power Sports,US,LA,877-564-8005,http://www.lafayettepowersports.com/,612 Beau Pre Road,Lafayette,70508,d00002599@api.trafficlogpro.com,,https://images.boatsgroup.com/images/1/upload/Lafayette+Power+Sports+.png,"[-92.026876, 30.160059]"
855,35001,,C&O Marine,C&O Marine,US,TN,888-280-0140,www.teamcandomarine.com/,1183 Petty Rd,White Bluff,37187,candomarine.sales@gmail.com,,http://images.traderonline.com/img/6/dealer/3390700/2642010_logo.jpg,"[-87.220841, 36.107559]"
856,1168,,Midway Marine,Midway Marine,US,MS,(662) 862-7711,,5130 Hwy 178 W,Fulton,38843,sales@midwaymarine.com,,,"[-88.409213, 34.273993]"
857,225420,,The Sportsman,The Sportsman,US,LA,(337) 893-0642,https://thesportsmanla.net/,1915 S State St,Abbeville,70510,jessica.touchet@yahoo.com,,https://images.boatsgroup.com/images/1/upload/The+Sportsman.png,"[-92.134292, 29.97465]"
858,1509,,"Henderson - Abbeville, LA","Henderson - Abbeville, LA",US,LA,337-893-1451,https://www.hendersonimplement.com/,11238 Veterans Memorial Drive,Abbeville,70510,v2_leads_pool9_2318@dp360crm.com,,,"[-92.134292, 29.97465]"
859,61492,,Formula Boats,Formula Boats,US,IN,260-724-1145,http://www.formulaboats.com/,2200 West Monroe Street,Decatur,46733,formulasales@formulaboats.com,,http://www.formulaboats.com/wp-content/themes/formula/images/logo.png,"[-84.929133, 40.830603]"
860,1181,,Renegade Marine & Outdoors Center,Renegade Marine and Outdoor Center - Renegade Marine & Outdoors Center,US,KY,(270) 259-0001 or 877-567-5042,www.renegademarine.net,415 Commerce Drive,Leitchfield,42754,info@renegademarine.net,,https://images.boatsgroup.com/images/1/upload/renegademarine-logo.png,"[-86.29366, 37.480169]"
861,59540,,Emmett's Marine,Emmett's Marine,US,MS,601-833-2277,,401 HWY 51 S,Brookhaven,39601,trackerbyemmetts@att.net,,https://images.boatsgroup.com/images/1/upload/Logo.png,"[-90.440651, 31.579059]"
862,178397,,Eagle Point Marina & Boat Club,Eagle Point Marina & Boat Club,US,MI,517-529-4534,http://www.eaglepointclarklake.com/,1155 Eagle Point,Clarklake,49234,bscott1218@aol.com,,https://images.boatsgroup.com/images/1/upload/Eagle-Point-logo-horizontal.png,"[-84.344951, 42.121429]"
863,5760,,Admirals Anchor Marina,Admirals Anchor Marina,US,IN,(812) 282-8205,www.admiralsanchor.com,4000 Utica Pike,Jeffersonville,47130,sales@admiralsanchor.com,,http://images.boatsgroup.com/images/1/upload/ADANCHOR.jpg,"[-85.73716, 38.277023]"
